minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,room_type_n,price
2.0,19.0,1.0,310.0,0.0,135
5.0,42.0,1.0,77.0,0.0,200
1.0,72.0,3.0,175.0,1.0,60
3.0,11.0,1.0,0.0,0.0,125
1.0,0.0,1.0,0.0,1.0,50
30.0,0.0,3.0,315.0,0.0,113
4.0,1.0,1.0,0.0,1.0,40
5.0,0.0,1.0,14.0,0.0,250
4.0,117.0,3.0,173.0,0.0,75
2.0,18.0,1.0,6.0,0.0,200
30.0,0.0,1.0,36.0,0.0,140
5.0,1.0,1.0,0.0,0.0,200
3.0,27.0,3.0,288.0,0.0,150
2.0,3.0,1.0,180.0,1.0,120
2.0,34.0,1.0,170.0,1.0,90
30.0,7.0,52.0,365.0,0.0,87
14.0,0.0,1.0,157.0,0.0,60
1.0,0.0,1.0,90.0,1.0,340
4.0,20.0,1.0,328.0,0.0,100
2.0,5.0,1.0,0.0,1.0,75
2.0,40.0,1.0,200.0,0.0,146
15.0,1.0,3.0,341.0,1.0,50
30.0,28.0,3.0,320.0,1.0,90
2.0,35.0,1.0,0.0,0.0,175
1.0,0.0,3.0,39.0,1.0,67
2.0,14.0,1.0,189.0,1.0,80
30.0,4.0,91.0,201.0,0.0,185
2.0,52.0,1.0,30.0,0.0,99
1.0,2.0,1.0,0.0,0.0,175
6.0,0.0,2.0,0.0,0.0,233
1.0,2.0,4.0,356.0,1.0,399
2.0,3.0,1.0,0.0,0.0,150
1.0,3.0,6.0,350.0,2.0,40
1.0,14.0,1.0,0.0,0.0,125
3.0,12.0,1.0,0.0,0.0,150
2.0,4.0,1.0,79.0,0.0,140
2.0,8.0,2.0,327.0,0.0,400
3.0,65.0,3.0,305.0,0.0,65
2.0,79.0,1.0,349.0,1.0,76
2.0,0.0,1.0,363.0,2.0,100
30.0,8.0,25.0,330.0,0.0,190
2.0,7.0,1.0,45.0,0.0,200
2.0,15.0,1.0,33.0,0.0,159
1.0,14.0,1.0,286.0,1.0,55
1.0,132.0,1.0,27.0,1.0,95
2.0,2.0,2.0,0.0,1.0,75
4.0,25.0,1.0,48.0,1.0,73
4.0,12.0,1.0,0.0,0.0,200
2.0,5.0,1.0,0.0,1.0,60
4.0,13.0,5.0,180.0,1.0,125
2.0,33.0,1.0,80.0,0.0,150
3.0,3.0,1.0,239.0,0.0,195
1.0,82.0,1.0,0.0,1.0,100
2.0,17.0,1.0,71.0,0.0,250
5.0,17.0,1.0,15.0,0.0,185
3.0,38.0,1.0,296.0,0.0,260
2.0,71.0,1.0,0.0,0.0,199
1.0,38.0,2.0,361.0,1.0,90
2.0,11.0,327.0,267.0,0.0,468
2.0,3.0,2.0,330.0,1.0,50
3.0,24.0,1.0,82.0,0.0,275
30.0,5.0,2.0,48.0,0.0,150
15.0,0.0,1.0,365.0,1.0,120
1.0,68.0,3.0,112.0,1.0,27
3.0,0.0,1.0,0.0,0.0,119
1.0,0.0,1.0,88.0,1.0,120
3.0,79.0,1.0,258.0,0.0,148
4.0,46.0,1.0,28.0,0.0,130
1.0,16.0,1.0,11.0,0.0,97
6.0,15.0,2.0,154.0,0.0,233
30.0,5.0,10.0,303.0,0.0,250
2.0,36.0,1.0,56.0,0.0,100
2.0,158.0,4.0,204.0,1.0,80
2.0,1.0,2.0,179.0,0.0,200
5.0,111.0,4.0,10.0,1.0,52
30.0,2.0,1.0,15.0,0.0,78
3.0,2.0,1.0,324.0,0.0,100
4.0,15.0,2.0,22.0,0.0,250
6.0,20.0,4.0,258.0,1.0,51
7.0,0.0,1.0,58.0,0.0,120
3.0,2.0,1.0,0.0,1.0,75
2.0,2.0,1.0,0.0,0.0,275
3.0,286.0,1.0,191.0,0.0,150
3.0,14.0,1.0,31.0,0.0,159
3.0,92.0,2.0,121.0,0.0,125
4.0,1.0,1.0,0.0,0.0,150
3.0,64.0,1.0,14.0,1.0,110
1.0,4.0,5.0,365.0,1.0,110
30.0,0.0,232.0,274.0,0.0,267
3.0,109.0,1.0,343.0,0.0,150
1.0,0.0,11.0,179.0,1.0,700
3.0,0.0,2.0,324.0,0.0,200
30.0,3.0,43.0,144.0,1.0,47
1.0,1.0,1.0,0.0,1.0,75
2.0,19.0,2.0,172.0,0.0,95
1.0,1.0,1.0,0.0,0.0,100
2.0,0.0,1.0,0.0,1.0,372
28.0,0.0,1.0,167.0,0.0,220
2.0,15.0,327.0,261.0,0.0,242
3.0,2.0,2.0,0.0,0.0,150
1.0,0.0,1.0,0.0,0.0,150
28.0,27.0,4.0,338.0,1.0,55
2.0,37.0,1.0,2.0,1.0,100
6.0,1.0,2.0,29.0,0.0,369
70.0,0.0,1.0,83.0,0.0,140
3.0,0.0,1.0,0.0,0.0,300
2.0,9.0,2.0,0.0,1.0,39
30.0,0.0,232.0,45.0,0.0,265
1.0,1.0,1.0,0.0,1.0,48
1.0,43.0,2.0,331.0,1.0,90
5.0,0.0,1.0,0.0,0.0,230
1.0,2.0,2.0,23.0,1.0,93
1.0,23.0,2.0,254.0,1.0,90
7.0,29.0,1.0,31.0,0.0,150
4.0,8.0,1.0,0.0,0.0,130
3.0,0.0,5.0,357.0,1.0,67
2.0,4.0,2.0,124.0,0.0,325
30.0,0.0,1.0,152.0,0.0,198
2.0,16.0,3.0,180.0,1.0,65
3.0,19.0,1.0,72.0,0.0,107
1.0,0.0,1.0,0.0,0.0,83
2.0,12.0,1.0,0.0,1.0,52
5.0,81.0,2.0,308.0,1.0,80
30.0,20.0,1.0,182.0,0.0,85
2.0,70.0,2.0,248.0,0.0,80
1.0,6.0,2.0,79.0,1.0,41
3.0,0.0,1.0,0.0,0.0,300
2.0,7.0,34.0,285.0,1.0,65
21.0,12.0,1.0,22.0,0.0,120
3.0,9.0,1.0,0.0,0.0,185
2.0,7.0,1.0,11.0,1.0,75
1.0,22.0,9.0,315.0,1.0,100
1.0,5.0,1.0,0.0,2.0,68
1.0,1.0,1.0,0.0,0.0,260
1.0,0.0,1.0,0.0,0.0,150
2.0,5.0,1.0,11.0,0.0,450
2.0,73.0,1.0,302.0,0.0,151
1.0,1.0,1.0,0.0,1.0,35
3.0,14.0,1.0,0.0,0.0,175
2.0,2.0,1.0,0.0,0.0,185
3.0,2.0,1.0,0.0,0.0,275
30.0,13.0,15.0,333.0,0.0,99
4.0,18.0,1.0,30.0,0.0,140
2.0,81.0,1.0,10.0,0.0,132
2.0,5.0,1.0,364.0,1.0,84
2.0,1.0,1.0,0.0,0.0,225
4.0,0.0,3.0,354.0,0.0,345
2.0,0.0,1.0,0.0,0.0,130
1.0,1.0,1.0,0.0,1.0,50
1.0,32.0,1.0,22.0,1.0,65
1.0,0.0,1.0,0.0,1.0,37
1.0,141.0,1.0,307.0,0.0,140
2.0,8.0,1.0,334.0,0.0,148
2.0,1.0,1.0,0.0,1.0,350
1.0,1.0,2.0,89.0,1.0,50
3.0,2.0,2.0,346.0,0.0,165
1.0,11.0,1.0,1.0,0.0,225
14.0,1.0,1.0,0.0,0.0,150
2.0,19.0,1.0,18.0,0.0,144
30.0,7.0,31.0,244.0,0.0,100
1.0,126.0,4.0,22.0,1.0,59
2.0,2.0,1.0,6.0,0.0,85
20.0,7.0,2.0,125.0,1.0,99
3.0,2.0,1.0,0.0,0.0,120
1.0,12.0,1.0,89.0,1.0,100
6.0,1.0,1.0,0.0,1.0,46
1.0,95.0,1.0,79.0,0.0,250
1.0,255.0,5.0,154.0,1.0,40
3.0,36.0,1.0,308.0,0.0,200
1.0,4.0,1.0,0.0,0.0,125
5.0,10.0,2.0,198.0,0.0,250
7.0,0.0,1.0,0.0,0.0,200
1.0,131.0,2.0,0.0,1.0,48
25.0,1.0,1.0,0.0,0.0,85
1.0,0.0,1.0,0.0,0.0,181
1.0,119.0,2.0,1.0,1.0,95
3.0,3.0,1.0,0.0,1.0,87
5.0,0.0,1.0,75.0,0.0,220
4.0,2.0,1.0,39.0,1.0,200
10.0,2.0,1.0,13.0,1.0,45
15.0,12.0,18.0,361.0,1.0,37
1.0,0.0,1.0,0.0,0.0,2000
1.0,0.0,1.0,0.0,1.0,90
1.0,0.0,6.0,62.0,1.0,55
31.0,2.0,18.0,310.0,1.0,39
1.0,5.0,4.0,76.0,0.0,179
4.0,12.0,1.0,0.0,0.0,170
2.0,11.0,1.0,338.0,1.0,43
2.0,1.0,1.0,189.0,1.0,110
1.0,1.0,2.0,168.0,0.0,2500
3.0,111.0,2.0,126.0,0.0,235
1.0,5.0,4.0,2.0,1.0,80
1.0,0.0,1.0,0.0,0.0,150
3.0,5.0,1.0,0.0,0.0,239
2.0,1.0,1.0,0.0,0.0,120
2.0,0.0,1.0,321.0,0.0,450
3.0,0.0,1.0,28.0,0.0,100
3.0,4.0,1.0,0.0,0.0,150
1.0,43.0,1.0,0.0,1.0,116
7.0,6.0,1.0,241.0,0.0,149
5.0,0.0,1.0,5.0,1.0,66
2.0,11.0,1.0,0.0,0.0,200
3.0,0.0,1.0,178.0,1.0,125
1.0,2.0,1.0,0.0,1.0,100
5.0,0.0,1.0,317.0,0.0,180
6.0,1.0,2.0,0.0,1.0,52
2.0,1.0,1.0,0.0,0.0,150
2.0,3.0,2.0,0.0,1.0,44
5.0,1.0,2.0,0.0,0.0,99
3.0,105.0,1.0,333.0,0.0,95
2.0,19.0,1.0,5.0,1.0,50
1.0,0.0,1.0,0.0,0.0,180
3.0,17.0,1.0,5.0,0.0,200
2.0,0.0,1.0,24.0,1.0,28
2.0,1.0,1.0,0.0,1.0,70
3.0,62.0,1.0,82.0,0.0,250
1.0,1.0,1.0,0.0,1.0,135
30.0,5.0,29.0,265.0,0.0,105
7.0,0.0,1.0,0.0,1.0,52
2.0,0.0,1.0,0.0,0.0,150
3.0,0.0,1.0,37.0,0.0,700
2.0,11.0,1.0,0.0,0.0,150
2.0,3.0,1.0,0.0,0.0,250
5.0,1.0,1.0,0.0,1.0,50
1.0,6.0,1.0,179.0,0.0,750
2.0,233.0,1.0,294.0,1.0,105
7.0,30.0,5.0,216.0,1.0,75
4.0,8.0,1.0,0.0,0.0,55
30.0,0.0,23.0,364.0,0.0,195
18.0,2.0,2.0,38.0,0.0,95
2.0,45.0,1.0,41.0,1.0,78
2.0,2.0,2.0,346.0,1.0,40
2.0,8.0,5.0,171.0,1.0,58
4.0,40.0,1.0,273.0,0.0,70
2.0,67.0,1.0,63.0,1.0,90
4.0,2.0,5.0,16.0,1.0,79
30.0,0.0,33.0,365.0,0.0,175
30.0,1.0,1.0,191.0,0.0,75
2.0,8.0,1.0,132.0,0.0,150
2.0,58.0,1.0,110.0,1.0,60
1.0,11.0,1.0,0.0,0.0,125
1.0,0.0,1.0,0.0,1.0,110
2.0,1.0,1.0,12.0,0.0,275
7.0,0.0,1.0,0.0,0.0,195
1.0,1.0,4.0,346.0,1.0,399
30.0,1.0,50.0,317.0,0.0,111
2.0,36.0,1.0,48.0,0.0,120
2.0,47.0,1.0,134.0,1.0,60
3.0,16.0,1.0,0.0,0.0,100
4.0,12.0,4.0,62.0,1.0,50
1.0,1.0,1.0,0.0,1.0,100
5.0,8.0,1.0,0.0,1.0,100
2.0,0.0,1.0,25.0,0.0,129
1.0,1.0,1.0,0.0,1.0,100
1.0,18.0,6.0,90.0,1.0,88
2.0,33.0,1.0,0.0,0.0,150
2.0,3.0,327.0,237.0,0.0,470
1.0,9.0,1.0,0.0,1.0,30
1.0,103.0,2.0,324.0,0.0,179
2.0,71.0,1.0,249.0,1.0,65
4.0,0.0,6.0,0.0,0.0,150
3.0,8.0,2.0,336.0,0.0,170
1.0,4.0,4.0,365.0,1.0,65
4.0,1.0,1.0,0.0,1.0,45
7.0,4.0,9.0,152.0,1.0,35
2.0,5.0,3.0,44.0,0.0,285
2.0,0.0,1.0,0.0,0.0,62
30.0,2.0,1.0,353.0,0.0,224
2.0,6.0,1.0,0.0,0.0,120
2.0,27.0,9.0,11.0,2.0,65
14.0,8.0,1.0,38.0,0.0,149
2.0,0.0,1.0,0.0,0.0,86
6.0,6.0,1.0,31.0,0.0,90
3.0,0.0,1.0,0.0,1.0,50
1.0,4.0,1.0,0.0,0.0,75
30.0,3.0,5.0,318.0,0.0,95
30.0,0.0,1.0,94.0,0.0,120
2.0,193.0,1.0,213.0,0.0,100
1.0,1.0,1.0,14.0,0.0,85
7.0,0.0,1.0,157.0,1.0,130
5.0,2.0,2.0,0.0,1.0,30
30.0,2.0,37.0,32.0,1.0,35
7.0,8.0,47.0,362.0,1.0,99
30.0,2.0,49.0,341.0,0.0,138
4.0,9.0,1.0,89.0,1.0,200
5.0,1.0,1.0,0.0,1.0,85
3.0,22.0,1.0,89.0,1.0,65
5.0,124.0,1.0,69.0,1.0,85
1.0,0.0,1.0,0.0,1.0,75
2.0,3.0,1.0,0.0,0.0,173
2.0,4.0,327.0,137.0,0.0,245
2.0,1.0,1.0,0.0,0.0,175
1.0,117.0,4.0,249.0,1.0,70
1.0,2.0,8.0,365.0,2.0,28
1.0,4.0,6.0,320.0,0.0,199
5.0,23.0,1.0,255.0,1.0,65
4.0,1.0,1.0,0.0,0.0,120
120.0,0.0,1.0,173.0,1.0,39
1.0,0.0,1.0,0.0,0.0,160
5.0,76.0,1.0,257.0,0.0,135
14.0,0.0,1.0,0.0,1.0,36
3.0,0.0,1.0,248.0,1.0,135
1.0,9.0,1.0,98.0,1.0,49
2.0,0.0,1.0,6.0,0.0,150
3.0,0.0,2.0,0.0,1.0,179
2.0,5.0,1.0,0.0,1.0,75
30.0,13.0,3.0,140.0,0.0,98
2.0,0.0,1.0,270.0,0.0,1799
5.0,0.0,1.0,0.0,1.0,85
2.0,1.0,3.0,15.0,1.0,126
3.0,48.0,1.0,3.0,0.0,93
5.0,4.0,1.0,0.0,1.0,40
24.0,0.0,1.0,27.0,0.0,75
6.0,0.0,1.0,0.0,1.0,150
30.0,11.0,1.0,251.0,0.0,72
4.0,9.0,1.0,74.0,0.0,149
3.0,26.0,5.0,365.0,1.0,40
30.0,2.0,6.0,324.0,2.0,29
29.0,0.0,96.0,1.0,0.0,179
2.0,26.0,2.0,275.0,0.0,200
1.0,145.0,3.0,313.0,1.0,60
5.0,2.0,1.0,0.0,0.0,220
3.0,122.0,3.0,199.0,0.0,177
30.0,0.0,65.0,364.0,0.0,234
1.0,123.0,1.0,105.0,1.0,60
1.0,62.0,1.0,240.0,0.0,139
2.0,51.0,9.0,5.0,2.0,49
1.0,67.0,15.0,307.0,1.0,55
30.0,0.0,7.0,353.0,0.0,190
14.0,3.0,1.0,277.0,1.0,20
1.0,22.0,5.0,324.0,1.0,100
4.0,0.0,2.0,8.0,1.0,140
2.0,12.0,1.0,90.0,0.0,195
3.0,4.0,1.0,0.0,1.0,300
4.0,46.0,1.0,207.0,0.0,190
3.0,4.0,1.0,31.0,0.0,94
4.0,2.0,1.0,0.0,1.0,61
2.0,45.0,2.0,0.0,0.0,160
2.0,0.0,1.0,169.0,1.0,120
2.0,3.0,1.0,0.0,0.0,130
1.0,5.0,1.0,0.0,1.0,40
1.0,1.0,1.0,0.0,1.0,100
2.0,20.0,1.0,6.0,0.0,160
3.0,3.0,2.0,0.0,1.0,70
2.0,248.0,2.0,0.0,1.0,47
2.0,8.0,1.0,0.0,0.0,160
4.0,0.0,1.0,0.0,0.0,130
2.0,3.0,1.0,27.0,0.0,140
1.0,1.0,2.0,0.0,0.0,265
4.0,24.0,1.0,35.0,0.0,199
3.0,15.0,3.0,124.0,0.0,325
30.0,0.0,18.0,365.0,0.0,534
2.0,0.0,1.0,0.0,0.0,115
5.0,6.0,1.0,0.0,0.0,227
1.0,4.0,1.0,16.0,0.0,150
1.0,16.0,3.0,269.0,1.0,55
2.0,7.0,1.0,129.0,0.0,78
3.0,1.0,1.0,67.0,1.0,95
2.0,75.0,2.0,237.0,0.0,120
2.0,13.0,2.0,56.0,0.0,160
30.0,24.0,2.0,358.0,0.0,1500
1.0,59.0,2.0,86.0,1.0,69
30.0,0.0,232.0,338.0,0.0,385
3.0,1.0,1.0,0.0,0.0,150
3.0,1.0,1.0,0.0,1.0,85
2.0,7.0,1.0,0.0,1.0,55
2.0,2.0,1.0,364.0,0.0,450
3.0,2.0,1.0,16.0,0.0,200
3.0,30.0,1.0,48.0,1.0,37
4.0,10.0,1.0,0.0,0.0,95
2.0,47.0,1.0,28.0,1.0,90
2.0,181.0,2.0,15.0,1.0,59
30.0,3.0,87.0,358.0,0.0,256
4.0,7.0,1.0,0.0,1.0,42
2.0,168.0,1.0,222.0,0.0,250
30.0,6.0,96.0,255.0,0.0,180
2.0,50.0,1.0,0.0,0.0,112
4.0,2.0,1.0,0.0,0.0,160
2.0,3.0,1.0,37.0,0.0,135
2.0,77.0,2.0,68.0,1.0,90
1.0,45.0,1.0,170.0,0.0,110
5.0,46.0,1.0,244.0,0.0,95
4.0,18.0,7.0,322.0,1.0,33
3.0,3.0,1.0,364.0,0.0,175
1.0,2.0,1.0,0.0,0.0,50
1.0,20.0,1.0,49.0,0.0,199
3.0,238.0,1.0,2.0,0.0,65
1.0,1.0,11.0,180.0,1.0,425
1.0,2.0,1.0,0.0,1.0,80
1.0,5.0,1.0,185.0,0.0,323
3.0,14.0,1.0,167.0,0.0,600
30.0,11.0,1.0,32.0,0.0,95
3.0,4.0,2.0,0.0,0.0,199
1.0,9.0,1.0,168.0,0.0,150
3.0,8.0,1.0,0.0,0.0,98
1.0,0.0,1.0,0.0,1.0,50
3.0,15.0,1.0,0.0,0.0,110
2.0,0.0,1.0,180.0,0.0,340
3.0,35.0,1.0,0.0,0.0,150
14.0,13.0,1.0,31.0,0.0,250
4.0,1.0,1.0,225.0,0.0,225
1.0,14.0,4.0,335.0,1.0,60
7.0,0.0,1.0,0.0,1.0,40
2.0,85.0,1.0,272.0,0.0,80
3.0,34.0,1.0,139.0,1.0,25
1.0,4.0,1.0,0.0,0.0,110
10.0,1.0,1.0,0.0,1.0,28
2.0,17.0,327.0,271.0,0.0,248
30.0,0.0,49.0,330.0,0.0,350
3.0,16.0,1.0,25.0,0.0,125
3.0,2.0,2.0,27.0,1.0,50
2.0,39.0,1.0,0.0,0.0,250
4.0,2.0,1.0,0.0,0.0,200
3.0,65.0,2.0,335.0,1.0,75
2.0,0.0,1.0,0.0,1.0,65
2.0,52.0,2.0,20.0,0.0,125
5.0,5.0,1.0,0.0,0.0,150
3.0,4.0,1.0,0.0,1.0,70
1.0,0.0,1.0,0.0,2.0,60
2.0,1.0,1.0,0.0,0.0,400
5.0,2.0,1.0,0.0,0.0,60
3.0,4.0,1.0,0.0,0.0,187
2.0,20.0,1.0,282.0,1.0,87
3.0,6.0,1.0,199.0,0.0,599
1.0,168.0,1.0,153.0,0.0,79
1.0,1.0,2.0,8.0,1.0,40
1.0,15.0,7.0,68.0,0.0,175
3.0,11.0,1.0,88.0,0.0,350
3.0,0.0,1.0,0.0,0.0,160
10.0,2.0,1.0,0.0,0.0,170
1.0,77.0,1.0,198.0,1.0,59
4.0,5.0,1.0,157.0,0.0,150
4.0,18.0,1.0,0.0,1.0,65
4.0,0.0,1.0,0.0,1.0,150
1.0,0.0,1.0,364.0,0.0,1000
1.0,2.0,3.0,178.0,0.0,150
2.0,50.0,1.0,14.0,0.0,185
3.0,2.0,1.0,23.0,1.0,70
2.0,14.0,3.0,365.0,1.0,70
1.0,13.0,1.0,172.0,1.0,100
3.0,46.0,1.0,64.0,0.0,280
1.0,2.0,1.0,0.0,0.0,350
1.0,0.0,1.0,180.0,0.0,330
3.0,34.0,1.0,83.0,1.0,80
1.0,3.0,1.0,0.0,0.0,650
7.0,12.0,13.0,247.0,1.0,35
60.0,0.0,1.0,365.0,1.0,35
10.0,5.0,1.0,0.0,0.0,250
1.0,55.0,4.0,87.0,1.0,90
1.0,0.0,1.0,23.0,1.0,800
1.0,1.0,1.0,0.0,1.0,50
1.0,13.0,2.0,0.0,1.0,70
1.0,3.0,1.0,0.0,1.0,86
6.0,2.0,1.0,0.0,0.0,125
3.0,6.0,1.0,0.0,0.0,170
4.0,25.0,1.0,0.0,1.0,130
1.0,120.0,2.0,355.0,1.0,65
3.0,1.0,3.0,1.0,1.0,125
10.0,4.0,1.0,115.0,0.0,390
2.0,1.0,3.0,0.0,0.0,200
1.0,7.0,1.0,0.0,0.0,200
1.0,43.0,1.0,232.0,0.0,200
3.0,0.0,1.0,199.0,1.0,110
4.0,2.0,1.0,76.0,1.0,250
7.0,6.0,2.0,82.0,1.0,88
2.0,15.0,1.0,34.0,0.0,400
2.0,11.0,1.0,0.0,1.0,55
10.0,26.0,1.0,0.0,0.0,94
14.0,1.0,2.0,0.0,1.0,40
2.0,77.0,3.0,12.0,1.0,80
2.0,2.0,1.0,0.0,1.0,63
1.0,0.0,1.0,29.0,1.0,138
1.0,0.0,1.0,0.0,2.0,60
5.0,3.0,1.0,0.0,1.0,60
10.0,11.0,1.0,0.0,0.0,295
1.0,7.0,3.0,244.0,1.0,48
2.0,13.0,2.0,7.0,1.0,90
1.0,9.0,2.0,365.0,2.0,47
2.0,7.0,1.0,0.0,0.0,125
2.0,30.0,5.0,61.0,1.0,55
2.0,1.0,1.0,0.0,0.0,149
5.0,42.0,1.0,1.0,0.0,65
7.0,2.0,2.0,321.0,1.0,98
2.0,9.0,34.0,312.0,1.0,49
3.0,18.0,2.0,0.0,1.0,60
3.0,41.0,1.0,23.0,0.0,60
2.0,53.0,2.0,32.0,1.0,70
2.0,0.0,2.0,0.0,1.0,88
2.0,2.0,2.0,326.0,2.0,39
1.0,20.0,11.0,365.0,1.0,199
1.0,4.0,1.0,0.0,0.0,200
1.0,1.0,1.0,0.0,1.0,80
1.0,1.0,1.0,0.0,0.0,150
2.0,4.0,1.0,354.0,0.0,175
3.0,3.0,1.0,0.0,1.0,60
1.0,60.0,2.0,224.0,1.0,45
2.0,30.0,1.0,0.0,0.0,144
2.0,4.0,1.0,0.0,1.0,78
4.0,4.0,4.0,37.0,1.0,40
2.0,113.0,1.0,11.0,0.0,270
30.0,0.0,65.0,249.0,0.0,235
2.0,20.0,1.0,37.0,0.0,140
3.0,0.0,1.0,341.0,0.0,320
5.0,47.0,1.0,310.0,0.0,325
2.0,35.0,1.0,204.0,1.0,60
3.0,4.0,1.0,0.0,0.0,140
2.0,11.0,4.0,347.0,1.0,100
3.0,7.0,1.0,126.0,1.0,34
4.0,0.0,2.0,170.0,0.0,400
1.0,9.0,5.0,84.0,1.0,75
7.0,13.0,3.0,0.0,1.0,100
1.0,9.0,1.0,70.0,0.0,95
1.0,5.0,1.0,0.0,0.0,150
2.0,16.0,3.0,92.0,0.0,300
1.0,0.0,2.0,179.0,1.0,300
5.0,28.0,1.0,24.0,0.0,135
1.0,7.0,1.0,0.0,1.0,85
1.0,17.0,1.0,0.0,0.0,230
30.0,1.0,121.0,184.0,0.0,109
7.0,0.0,1.0,0.0,0.0,65
30.0,0.0,23.0,332.0,1.0,42
4.0,1.0,1.0,14.0,0.0,220
6.0,4.0,1.0,0.0,0.0,119
7.0,56.0,2.0,90.0,1.0,70
2.0,1.0,1.0,72.0,0.0,75
1.0,0.0,1.0,0.0,1.0,30
1.0,0.0,1.0,0.0,0.0,150
3.0,41.0,1.0,219.0,0.0,66
3.0,3.0,1.0,0.0,0.0,249
3.0,74.0,2.0,365.0,0.0,150
3.0,5.0,1.0,0.0,0.0,130
1.0,0.0,1.0,0.0,1.0,40
2.0,21.0,1.0,191.0,0.0,150
4.0,8.0,1.0,157.0,1.0,37
2.0,5.0,1.0,0.0,1.0,50
5.0,43.0,2.0,282.0,1.0,68
1.0,0.0,3.0,137.0,1.0,75
2.0,59.0,1.0,185.0,0.0,220
1.0,3.0,1.0,0.0,0.0,150
2.0,10.0,1.0,0.0,1.0,120
3.0,0.0,1.0,364.0,0.0,300
3.0,38.0,1.0,364.0,0.0,229
3.0,82.0,1.0,15.0,0.0,110
7.0,1.0,13.0,98.0,1.0,42
2.0,8.0,1.0,0.0,0.0,80
4.0,0.0,4.0,5.0,0.0,275
3.0,4.0,2.0,0.0,0.0,300
90.0,0.0,2.0,90.0,0.0,250
1.0,1.0,1.0,0.0,0.0,157
2.0,25.0,6.0,173.0,1.0,90
1.0,52.0,4.0,51.0,0.0,215
7.0,7.0,1.0,365.0,0.0,400
2.0,4.0,1.0,6.0,0.0,200
5.0,0.0,1.0,0.0,1.0,55
31.0,0.0,1.0,0.0,1.0,38
1.0,1.0,2.0,0.0,2.0,79
1.0,1.0,1.0,20.0,0.0,170
2.0,1.0,1.0,0.0,1.0,49
30.0,11.0,2.0,43.0,0.0,95
4.0,2.0,1.0,0.0,0.0,200
5.0,0.0,1.0,0.0,0.0,150
10.0,4.0,1.0,0.0,0.0,115
3.0,21.0,1.0,0.0,1.0,60
2.0,0.0,1.0,0.0,1.0,76
30.0,11.0,91.0,342.0,0.0,125
3.0,19.0,1.0,257.0,0.0,239
2.0,0.0,1.0,0.0,0.0,240
2.0,9.0,1.0,48.0,0.0,92
2.0,0.0,1.0,0.0,1.0,90
3.0,0.0,1.0,337.0,0.0,650
29.0,0.0,96.0,343.0,0.0,215
15.0,0.0,1.0,22.0,0.0,75
4.0,0.0,1.0,0.0,0.0,170
4.0,32.0,1.0,365.0,1.0,129
2.0,20.0,1.0,139.0,0.0,130
30.0,5.0,5.0,193.0,0.0,180
1.0,0.0,1.0,89.0,1.0,65
2.0,8.0,327.0,348.0,0.0,228
2.0,1.0,1.0,173.0,0.0,250
5.0,0.0,1.0,298.0,0.0,325
2.0,75.0,6.0,254.0,1.0,25
5.0,2.0,1.0,0.0,1.0,106
3.0,5.0,1.0,0.0,0.0,100
3.0,0.0,2.0,359.0,1.0,79
30.0,1.0,1.0,108.0,0.0,225
5.0,0.0,1.0,0.0,1.0,57
1.0,4.0,6.0,337.0,0.0,190
3.0,30.0,3.0,11.0,0.0,145
1.0,0.0,1.0,0.0,1.0,70
7.0,5.0,1.0,0.0,0.0,129
3.0,2.0,1.0,0.0,1.0,22
2.0,10.0,327.0,349.0,0.0,229
2.0,138.0,2.0,353.0,1.0,47
28.0,20.0,1.0,80.0,0.0,130
2.0,39.0,1.0,245.0,1.0,50
2.0,1.0,1.0,0.0,0.0,180
1.0,6.0,1.0,83.0,0.0,90
7.0,0.0,1.0,0.0,0.0,250
30.0,0.0,10.0,341.0,2.0,34
2.0,104.0,1.0,22.0,0.0,125
3.0,0.0,1.0,0.0,0.0,350
30.0,2.0,12.0,310.0,0.0,250
6.0,11.0,1.0,219.0,1.0,95
1.0,0.0,1.0,178.0,1.0,25
1.0,8.0,1.0,280.0,1.0,50
1.0,3.0,10.0,112.0,1.0,85
2.0,7.0,1.0,0.0,1.0,30
30.0,2.0,6.0,304.0,0.0,185
3.0,5.0,1.0,152.0,0.0,250
3.0,18.0,1.0,0.0,0.0,100
15.0,2.0,3.0,313.0,1.0,100
20.0,0.0,1.0,38.0,1.0,60
2.0,9.0,1.0,266.0,0.0,135
1.0,0.0,1.0,0.0,1.0,85
3.0,2.0,1.0,0.0,0.0,125
30.0,4.0,11.0,328.0,0.0,190
5.0,0.0,2.0,96.0,1.0,50
1.0,38.0,2.0,131.0,1.0,182
1.0,15.0,1.0,17.0,1.0,55
30.0,2.0,20.0,332.0,0.0,130
2.0,0.0,1.0,0.0,0.0,350
1.0,163.0,1.0,25.0,0.0,90
2.0,110.0,1.0,294.0,0.0,150
1.0,0.0,1.0,0.0,1.0,70
5.0,2.0,1.0,0.0,1.0,45
2.0,11.0,1.0,0.0,1.0,48
4.0,2.0,1.0,0.0,1.0,45
1.0,64.0,2.0,96.0,0.0,95
2.0,6.0,1.0,0.0,0.0,250
15.0,2.0,1.0,0.0,1.0,35
2.0,8.0,2.0,292.0,1.0,50
1.0,228.0,4.0,103.0,2.0,70
30.0,10.0,12.0,13.0,0.0,130
30.0,2.0,39.0,188.0,0.0,400
