minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,room_type_n,price
5.0,3.0,1.0,30.0,0.0,200
6.0,1.0,1.0,20.0,1.0,71
1.0,36.0,2.0,233.0,1.0,185
2.0,0.0,1.0,0.0,0.0,120
3.0,61.0,4.0,238.0,1.0,145
30.0,21.0,3.0,365.0,1.0,65
1.0,1.0,3.0,0.0,1.0,60
30.0,5.0,1.0,333.0,0.0,549
1.0,3.0,1.0,3.0,1.0,64
5.0,2.0,9.0,89.0,1.0,80
2.0,23.0,1.0,187.0,0.0,215
2.0,3.0,1.0,76.0,1.0,65
30.0,14.0,5.0,75.0,0.0,140
5.0,1.0,1.0,0.0,0.0,150
1.0,24.0,2.0,91.0,1.0,100
10.0,0.0,1.0,0.0,1.0,45
2.0,3.0,1.0,0.0,1.0,75
4.0,21.0,1.0,352.0,0.0,105
7.0,14.0,1.0,9.0,0.0,300
2.0,2.0,1.0,0.0,1.0,70
3.0,64.0,1.0,72.0,0.0,250
15.0,0.0,14.0,0.0,2.0,30
2.0,16.0,1.0,0.0,0.0,147
2.0,39.0,7.0,61.0,0.0,159
7.0,0.0,3.0,52.0,0.0,120
2.0,24.0,1.0,5.0,1.0,45
2.0,5.0,1.0,0.0,0.0,180
30.0,9.0,1.0,0.0,0.0,120
30.0,2.0,5.0,315.0,0.0,105
3.0,0.0,1.0,0.0,0.0,375
2.0,15.0,1.0,0.0,0.0,179
10.0,1.0,1.0,0.0,0.0,128
3.0,8.0,5.0,0.0,1.0,80
3.0,0.0,1.0,23.0,1.0,3000
16.0,0.0,1.0,0.0,1.0,55
1.0,49.0,2.0,0.0,0.0,99
4.0,1.0,1.0,0.0,0.0,107
6.0,6.0,3.0,66.0,1.0,72
1.0,53.0,1.0,341.0,1.0,49
2.0,0.0,1.0,0.0,1.0,97
1.0,7.0,10.0,352.0,1.0,99
3.0,4.0,1.0,0.0,1.0,55
7.0,0.0,1.0,0.0,0.0,82
6.0,4.0,2.0,0.0,0.0,142
31.0,1.0,33.0,338.0,0.0,150
1.0,0.0,1.0,0.0,1.0,60
3.0,0.0,1.0,0.0,1.0,103
5.0,11.0,1.0,64.0,0.0,600
3.0,4.0,1.0,0.0,0.0,115
3.0,3.0,1.0,0.0,1.0,99
30.0,15.0,11.0,342.0,1.0,80
2.0,94.0,2.0,70.0,1.0,34
2.0,21.0,2.0,65.0,1.0,75
1.0,0.0,1.0,2.0,0.0,150
3.0,38.0,1.0,72.0,0.0,349
1.0,1.0,1.0,0.0,1.0,50
1.0,0.0,1.0,0.0,1.0,70
10.0,3.0,1.0,0.0,0.0,120
3.0,32.0,1.0,139.0,0.0,2300
1.0,25.0,2.0,6.0,2.0,44
5.0,1.0,1.0,12.0,0.0,197
18.0,54.0,1.0,98.0,0.0,169
2.0,59.0,1.0,180.0,0.0,299
20.0,0.0,1.0,0.0,1.0,60
2.0,152.0,1.0,251.0,0.0,100
1.0,0.0,1.0,90.0,0.0,84
2.0,12.0,1.0,79.0,1.0,40
30.0,0.0,52.0,5.0,0.0,129
3.0,19.0,1.0,48.0,1.0,100
6.0,5.0,1.0,192.0,0.0,115
1.0,4.0,1.0,0.0,1.0,65
2.0,4.0,1.0,12.0,0.0,150
2.0,37.0,1.0,199.0,0.0,195
1.0,16.0,1.0,0.0,1.0,69
1.0,46.0,2.0,14.0,1.0,54
2.0,0.0,1.0,0.0,1.0,150
5.0,1.0,1.0,0.0,0.0,150
7.0,1.0,1.0,0.0,1.0,50
1.0,120.0,2.0,29.0,1.0,85
4.0,0.0,1.0,0.0,0.0,229
2.0,51.0,4.0,357.0,0.0,159
3.0,15.0,1.0,365.0,2.0,50
5.0,3.0,1.0,5.0,0.0,162
1.0,7.0,4.0,347.0,1.0,70
4.0,15.0,1.0,365.0,0.0,140
3.0,8.0,1.0,0.0,0.0,100
1.0,68.0,3.0,365.0,1.0,89
2.0,0.0,4.0,82.0,2.0,30
30.0,6.0,1.0,22.0,0.0,175
5.0,21.0,5.0,206.0,0.0,135
4.0,0.0,1.0,0.0,0.0,138
3.0,9.0,1.0,42.0,0.0,99
3.0,208.0,1.0,339.0,1.0,50
2.0,189.0,2.0,131.0,0.0,74
1.0,40.0,2.0,300.0,0.0,75
1.0,18.0,2.0,75.0,1.0,120
1.0,1.0,11.0,178.0,1.0,329
2.0,10.0,1.0,5.0,1.0,49
2.0,0.0,8.0,320.0,0.0,185
14.0,0.0,1.0,0.0,0.0,115
3.0,23.0,1.0,0.0,1.0,90
4.0,16.0,1.0,42.0,1.0,60
2.0,112.0,3.0,316.0,1.0,48
7.0,0.0,1.0,0.0,0.0,350
6.0,2.0,1.0,195.0,0.0,135
28.0,88.0,4.0,326.0,1.0,35
1.0,1.0,2.0,365.0,1.0,110
2.0,1.0,2.0,5.0,0.0,100
3.0,6.0,1.0,0.0,1.0,60
3.0,2.0,1.0,0.0,1.0,47
1.0,0.0,1.0,0.0,1.0,50
1.0,9.0,17.0,338.0,1.0,129
14.0,4.0,2.0,0.0,1.0,89
7.0,53.0,2.0,77.0,0.0,105
2.0,9.0,1.0,0.0,0.0,150
2.0,59.0,5.0,266.0,0.0,199
4.0,13.0,3.0,157.0,1.0,59
1.0,0.0,1.0,0.0,2.0,50
7.0,0.0,2.0,55.0,0.0,177
30.0,0.0,37.0,0.0,1.0,30
3.0,67.0,10.0,349.0,1.0,45
3.0,76.0,1.0,48.0,0.0,190
1.0,1.0,2.0,360.0,0.0,450
4.0,84.0,3.0,365.0,1.0,135
2.0,23.0,1.0,0.0,1.0,65
2.0,3.0,2.0,0.0,0.0,400
2.0,4.0,1.0,0.0,1.0,80
5.0,5.0,1.0,3.0,0.0,150
2.0,34.0,1.0,86.0,1.0,88
5.0,12.0,1.0,25.0,0.0,200
1.0,3.0,1.0,0.0,1.0,35
5.0,1.0,2.0,0.0,1.0,175
1.0,1.0,1.0,0.0,1.0,55
60.0,0.0,1.0,72.0,1.0,50
9.0,5.0,1.0,86.0,1.0,85
1.0,9.0,1.0,0.0,1.0,100
30.0,7.0,91.0,312.0,0.0,133
7.0,0.0,1.0,87.0,1.0,75
1.0,0.0,1.0,77.0,2.0,85
10.0,2.0,1.0,349.0,0.0,75
2.0,10.0,3.0,365.0,1.0,68
1.0,14.0,1.0,0.0,0.0,150
30.0,5.0,1.0,53.0,0.0,150
4.0,2.0,1.0,63.0,0.0,130
3.0,1.0,1.0,0.0,1.0,41
30.0,0.0,32.0,37.0,1.0,60
1.0,0.0,1.0,0.0,1.0,65
2.0,1.0,1.0,0.0,1.0,45
1.0,93.0,1.0,79.0,0.0,109
2.0,2.0,1.0,0.0,0.0,140
2.0,80.0,1.0,105.0,0.0,125
1.0,0.0,1.0,0.0,0.0,120
20.0,0.0,1.0,0.0,0.0,139
2.0,1.0,1.0,0.0,1.0,75
30.0,48.0,5.0,217.0,0.0,95
21.0,0.0,1.0,0.0,1.0,110
3.0,4.0,1.0,0.0,0.0,140
2.0,23.0,4.0,114.0,1.0,57
3.0,1.0,1.0,353.0,0.0,550
2.0,2.0,1.0,0.0,1.0,70
2.0,256.0,4.0,38.0,1.0,58
8.0,0.0,1.0,0.0,1.0,85
1.0,7.0,1.0,78.0,0.0,250
4.0,6.0,1.0,0.0,1.0,28
2.0,5.0,1.0,0.0,0.0,450
4.0,6.0,1.0,4.0,0.0,200
2.0,55.0,1.0,318.0,1.0,62
2.0,7.0,3.0,0.0,1.0,93
1.0,96.0,2.0,365.0,1.0,72
2.0,33.0,4.0,34.0,0.0,85
7.0,2.0,1.0,0.0,0.0,130
5.0,1.0,1.0,0.0,0.0,150
2.0,21.0,6.0,352.0,2.0,26
30.0,1.0,1.0,96.0,0.0,123
2.0,36.0,1.0,278.0,1.0,85
2.0,0.0,2.0,0.0,1.0,60
2.0,1.0,1.0,0.0,0.0,129
2.0,18.0,1.0,58.0,0.0,100
1.0,0.0,1.0,0.0,1.0,70
3.0,0.0,3.0,0.0,1.0,400
2.0,34.0,1.0,81.0,0.0,115
5.0,20.0,2.0,365.0,1.0,65
5.0,8.0,1.0,258.0,0.0,165
3.0,95.0,1.0,63.0,0.0,99
4.0,93.0,1.0,115.0,1.0,77
2.0,3.0,1.0,73.0,1.0,78
2.0,0.0,2.0,341.0,1.0,91
4.0,0.0,1.0,0.0,1.0,55
7.0,2.0,1.0,0.0,1.0,70
1.0,1.0,2.0,364.0,1.0,450
10.0,8.0,1.0,277.0,0.0,102
30.0,2.0,1.0,101.0,0.0,88
1.0,2.0,1.0,0.0,1.0,95
3.0,0.0,1.0,0.0,0.0,99
3.0,10.0,1.0,0.0,0.0,200
30.0,0.0,2.0,65.0,0.0,150
3.0,1.0,2.0,46.0,0.0,105
2.0,7.0,1.0,47.0,0.0,125
1.0,1.0,1.0,0.0,1.0,40
1.0,0.0,1.0,0.0,2.0,80
13.0,1.0,1.0,0.0,0.0,98
30.0,2.0,26.0,317.0,0.0,80
1.0,13.0,4.0,167.0,1.0,52
1.0,1.0,2.0,0.0,0.0,150
1.0,55.0,1.0,4.0,1.0,99
7.0,3.0,1.0,250.0,1.0,60
1.0,7.0,1.0,133.0,1.0,75
12.0,24.0,1.0,0.0,1.0,125
9.0,5.0,1.0,0.0,0.0,190
3.0,0.0,1.0,0.0,0.0,225
2.0,166.0,1.0,8.0,0.0,165
30.0,0.0,96.0,341.0,0.0,191
2.0,15.0,1.0,27.0,1.0,60
30.0,2.0,10.0,338.0,0.0,200
3.0,11.0,1.0,0.0,1.0,99
1.0,37.0,3.0,364.0,1.0,58
1.0,11.0,1.0,361.0,1.0,87
1.0,142.0,3.0,329.0,1.0,69
1.0,0.0,1.0,365.0,1.0,100
15.0,26.0,4.0,67.0,1.0,40
1.0,327.0,1.0,287.0,1.0,65
2.0,42.0,1.0,354.0,1.0,60
2.0,6.0,1.0,0.0,0.0,115
3.0,33.0,1.0,20.0,0.0,115
3.0,0.0,1.0,161.0,0.0,450
2.0,9.0,1.0,0.0,1.0,100
30.0,1.0,96.0,280.0,0.0,180
30.0,0.0,6.0,337.0,0.0,580
2.0,2.0,3.0,0.0,1.0,68
3.0,3.0,2.0,0.0,1.0,49
2.0,354.0,3.0,20.0,1.0,99
2.0,2.0,1.0,0.0,1.0,48
1.0,1.0,1.0,88.0,1.0,150
2.0,167.0,2.0,167.0,0.0,113
31.0,8.0,3.0,342.0,0.0,200
2.0,3.0,1.0,0.0,1.0,94
1.0,8.0,4.0,0.0,1.0,40
1.0,22.0,1.0,83.0,1.0,53
2.0,48.0,2.0,46.0,1.0,105
10.0,1.0,1.0,0.0,1.0,50
6.0,5.0,1.0,0.0,1.0,50
1.0,1.0,2.0,364.0,1.0,300
3.0,24.0,2.0,352.0,1.0,160
3.0,1.0,1.0,0.0,0.0,180
3.0,25.0,1.0,6.0,0.0,95
1.0,139.0,2.0,0.0,1.0,80
1.0,75.0,1.0,294.0,0.0,75
30.0,2.0,91.0,241.0,0.0,175
2.0,89.0,4.0,249.0,1.0,70
27.0,2.0,1.0,310.0,0.0,175
3.0,0.0,3.0,0.0,1.0,125
1.0,39.0,7.0,350.0,1.0,120
3.0,86.0,3.0,99.0,1.0,120
2.0,10.0,1.0,365.0,1.0,60
3.0,1.0,2.0,342.0,0.0,155
30.0,1.0,20.0,331.0,0.0,190
1.0,24.0,2.0,0.0,1.0,90
1.0,7.0,1.0,79.0,1.0,65
3.0,10.0,1.0,206.0,0.0,360
3.0,29.0,1.0,282.0,0.0,175
7.0,3.0,1.0,0.0,0.0,160
30.0,26.0,2.0,332.0,0.0,455
4.0,146.0,3.0,73.0,1.0,75
1.0,0.0,1.0,30.0,1.0,80
2.0,3.0,1.0,0.0,1.0,90
2.0,10.0,1.0,159.0,1.0,130
2.0,3.0,1.0,34.0,0.0,150
1.0,0.0,1.0,0.0,0.0,225
4.0,2.0,1.0,0.0,1.0,105
30.0,0.0,1.0,186.0,0.0,130
2.0,0.0,1.0,0.0,0.0,125
3.0,0.0,1.0,0.0,1.0,96
30.0,97.0,4.0,312.0,1.0,50
2.0,11.0,2.0,305.0,0.0,225
30.0,0.0,232.0,1.0,0.0,243
30.0,4.0,91.0,281.0,0.0,159
7.0,0.0,1.0,89.0,1.0,110
4.0,69.0,1.0,114.0,0.0,150
3.0,17.0,1.0,188.0,1.0,150
1.0,20.0,5.0,65.0,1.0,69
4.0,5.0,1.0,33.0,1.0,75
30.0,3.0,26.0,313.0,0.0,85
2.0,14.0,3.0,365.0,1.0,70
4.0,138.0,1.0,35.0,1.0,59
3.0,3.0,1.0,0.0,0.0,115
5.0,9.0,2.0,118.0,1.0,80
31.0,0.0,4.0,77.0,0.0,149
3.0,3.0,1.0,0.0,0.0,128
1.0,1.0,1.0,0.0,0.0,199
2.0,0.0,1.0,0.0,1.0,50
2.0,125.0,5.0,365.0,1.0,70
2.0,128.0,1.0,252.0,1.0,289
3.0,102.0,1.0,31.0,0.0,100
3.0,28.0,1.0,211.0,0.0,135
5.0,8.0,1.0,0.0,0.0,145
3.0,4.0,1.0,3.0,0.0,400
1.0,74.0,3.0,358.0,1.0,30
2.0,6.0,2.0,38.0,1.0,35
2.0,33.0,1.0,6.0,0.0,110
1.0,0.0,1.0,0.0,1.0,97
1.0,11.0,2.0,0.0,0.0,175
3.0,5.0,12.0,0.0,0.0,269
2.0,60.0,1.0,156.0,0.0,120
1.0,25.0,3.0,37.0,0.0,1000
4.0,3.0,1.0,0.0,0.0,165
1.0,29.0,3.0,0.0,1.0,44
1.0,3.0,1.0,175.0,1.0,81
5.0,1.0,1.0,281.0,0.0,500
2.0,3.0,1.0,0.0,1.0,75
1.0,0.0,1.0,223.0,0.0,150
3.0,4.0,2.0,0.0,1.0,72
2.0,0.0,7.0,177.0,1.0,39
3.0,6.0,2.0,3.0,1.0,100
4.0,95.0,1.0,323.0,1.0,60
1.0,0.0,1.0,0.0,1.0,80
3.0,16.0,1.0,352.0,0.0,350
2.0,150.0,1.0,0.0,1.0,200
5.0,4.0,2.0,0.0,1.0,75
1.0,0.0,1.0,0.0,0.0,100
2.0,61.0,1.0,26.0,0.0,150
3.0,38.0,1.0,311.0,0.0,399
5.0,11.0,2.0,76.0,1.0,89
4.0,0.0,1.0,0.0,0.0,250
3.0,5.0,1.0,0.0,0.0,93
2.0,7.0,5.0,305.0,1.0,60
1.0,1.0,1.0,178.0,1.0,42
2.0,26.0,1.0,0.0,0.0,250
3.0,1.0,1.0,0.0,0.0,160
3.0,1.0,1.0,36.0,0.0,140
2.0,14.0,1.0,7.0,1.0,150
1.0,0.0,1.0,87.0,1.0,100
2.0,85.0,3.0,311.0,0.0,65
1.0,28.0,1.0,36.0,1.0,69
4.0,77.0,1.0,21.0,1.0,240
5.0,2.0,1.0,132.0,0.0,449
4.0,58.0,1.0,158.0,0.0,399
2.0,28.0,1.0,170.0,0.0,109
1.0,2.0,1.0,346.0,0.0,165
2.0,11.0,1.0,102.0,0.0,100
1.0,102.0,13.0,281.0,1.0,55
1.0,0.0,1.0,0.0,0.0,1200
1.0,4.0,2.0,365.0,2.0,100
7.0,0.0,1.0,0.0,1.0,55
2.0,0.0,1.0,0.0,0.0,150
18.0,0.0,1.0,178.0,0.0,70
1.0,0.0,1.0,177.0,1.0,50
28.0,0.0,15.0,0.0,1.0,28
13.0,4.0,1.0,46.0,0.0,170
1.0,42.0,4.0,28.0,0.0,191
30.0,7.0,2.0,188.0,0.0,75
2.0,1.0,1.0,0.0,1.0,60
4.0,0.0,1.0,0.0,0.0,275
183.0,1.0,1.0,340.0,1.0,60
3.0,0.0,1.0,0.0,0.0,400
1.0,209.0,1.0,86.0,0.0,93
30.0,37.0,1.0,186.0,0.0,163
2.0,68.0,2.0,20.0,0.0,199
1.0,18.0,1.0,175.0,0.0,150
1.0,3.0,1.0,0.0,0.0,222
1.0,1.0,1.0,90.0,1.0,500
1.0,1.0,3.0,175.0,1.0,40
2.0,166.0,1.0,213.0,0.0,180
5.0,7.0,1.0,22.0,0.0,435
4.0,42.0,5.0,299.0,0.0,190
1.0,1.0,8.0,343.0,2.0,29
5.0,0.0,1.0,0.0,1.0,125
2.0,4.0,1.0,0.0,1.0,85
30.0,1.0,50.0,342.0,0.0,175
2.0,10.0,2.0,43.0,1.0,40
5.0,32.0,3.0,38.0,0.0,85
3.0,4.0,8.0,237.0,1.0,90
1.0,0.0,2.0,175.0,0.0,250
7.0,0.0,1.0,0.0,1.0,50
5.0,5.0,5.0,343.0,1.0,85
3.0,0.0,1.0,0.0,1.0,35
1.0,2.0,2.0,365.0,0.0,200
1.0,5.0,1.0,361.0,0.0,500
1.0,50.0,1.0,32.0,1.0,135
5.0,2.0,1.0,0.0,0.0,75
2.0,78.0,1.0,363.0,1.0,99
2.0,27.0,1.0,0.0,0.0,325
2.0,25.0,1.0,0.0,1.0,55
4.0,3.0,1.0,0.0,2.0,110
3.0,3.0,1.0,308.0,0.0,180
2.0,108.0,2.0,296.0,1.0,64
2.0,25.0,1.0,198.0,1.0,75
5.0,2.0,1.0,297.0,1.0,55
3.0,82.0,1.0,258.0,0.0,450
30.0,0.0,18.0,365.0,0.0,321
1.0,34.0,3.0,207.0,1.0,80
3.0,3.0,1.0,0.0,1.0,50
5.0,0.0,1.0,353.0,1.0,350
1.0,43.0,1.0,179.0,0.0,150
2.0,1.0,1.0,0.0,0.0,200
1.0,23.0,3.0,217.0,1.0,45
2.0,0.0,1.0,0.0,1.0,75
30.0,4.0,15.0,343.0,0.0,175
2.0,53.0,2.0,344.0,1.0,160
2.0,80.0,2.0,291.0,1.0,40
2.0,2.0,1.0,35.0,1.0,50
1.0,101.0,1.0,309.0,1.0,65
4.0,92.0,1.0,236.0,0.0,229
3.0,47.0,1.0,308.0,1.0,80
1.0,3.0,2.0,86.0,1.0,70
5.0,9.0,2.0,12.0,0.0,399
3.0,48.0,2.0,115.0,1.0,92
30.0,0.0,1.0,365.0,1.0,55
4.0,9.0,1.0,13.0,0.0,350
4.0,1.0,1.0,342.0,0.0,225
1.0,47.0,2.0,365.0,2.0,120
1.0,11.0,2.0,180.0,1.0,49
3.0,125.0,2.0,314.0,0.0,170
29.0,0.0,327.0,332.0,0.0,699
2.0,85.0,2.0,253.0,0.0,75
2.0,18.0,1.0,30.0,1.0,40
2.0,112.0,1.0,129.0,1.0,71
2.0,4.0,2.0,22.0,0.0,200
4.0,148.0,1.0,129.0,0.0,125
2.0,5.0,1.0,231.0,0.0,300
7.0,1.0,1.0,0.0,0.0,230
14.0,10.0,3.0,322.0,1.0,45
1.0,5.0,4.0,32.0,1.0,45
7.0,0.0,1.0,0.0,0.0,150
10.0,67.0,1.0,301.0,1.0,90
10.0,28.0,1.0,0.0,0.0,100
2.0,15.0,1.0,65.0,1.0,65
3.0,93.0,1.0,0.0,0.0,225
5.0,42.0,1.0,322.0,0.0,545
1.0,8.0,2.0,0.0,1.0,200
7.0,13.0,1.0,224.0,0.0,170
1.0,36.0,1.0,179.0,1.0,55
30.0,0.0,14.0,311.0,1.0,63
2.0,3.0,6.0,347.0,1.0,65
1.0,20.0,1.0,169.0,0.0,600
30.0,12.0,34.0,298.0,0.0,150
4.0,5.0,2.0,89.0,1.0,35
3.0,15.0,1.0,0.0,1.0,100
1.0,10.0,1.0,357.0,1.0,75
1.0,9.0,2.0,310.0,1.0,60
3.0,1.0,1.0,3.0,0.0,175
30.0,116.0,1.0,228.0,1.0,118
1.0,0.0,1.0,0.0,0.0,170
30.0,5.0,3.0,296.0,1.0,50
1.0,0.0,1.0,0.0,0.0,180
4.0,91.0,2.0,152.0,0.0,379
6.0,1.0,1.0,0.0,1.0,30
7.0,21.0,5.0,297.0,1.0,42
3.0,0.0,1.0,21.0,1.0,75
2.0,11.0,1.0,3.0,0.0,70
2.0,5.0,3.0,257.0,1.0,45
2.0,104.0,2.0,155.0,0.0,110
7.0,0.0,1.0,11.0,0.0,250
1.0,0.0,1.0,363.0,0.0,500
6.0,11.0,1.0,13.0,0.0,195
1.0,8.0,1.0,88.0,0.0,89
4.0,15.0,1.0,0.0,0.0,150
1.0,350.0,2.0,137.0,0.0,115
1.0,0.0,1.0,0.0,0.0,135
50.0,4.0,1.0,312.0,0.0,150
3.0,3.0,1.0,128.0,0.0,400
2.0,2.0,1.0,188.0,1.0,75
1.0,15.0,1.0,0.0,0.0,195
2.0,7.0,1.0,0.0,0.0,123
2.0,8.0,1.0,0.0,0.0,200
3.0,22.0,2.0,273.0,0.0,180
5.0,0.0,1.0,0.0,0.0,110
3.0,2.0,1.0,0.0,1.0,35
5.0,0.0,1.0,0.0,1.0,50
30.0,7.0,2.0,155.0,1.0,35
2.0,2.0,2.0,4.0,1.0,55
4.0,5.0,1.0,0.0,0.0,125
1.0,1.0,1.0,0.0,0.0,150
2.0,15.0,1.0,57.0,1.0,150
3.0,16.0,1.0,40.0,0.0,60
1.0,6.0,1.0,0.0,0.0,150
15.0,15.0,12.0,80.0,1.0,75
7.0,34.0,1.0,332.0,1.0,92
10.0,0.0,2.0,34.0,0.0,130
1.0,158.0,2.0,355.0,1.0,65
1.0,9.0,1.0,229.0,0.0,285
30.0,0.0,1.0,185.0,0.0,130
3.0,6.0,2.0,14.0,0.0,550
5.0,14.0,1.0,4.0,0.0,185
7.0,2.0,1.0,142.0,0.0,210
1.0,0.0,1.0,0.0,1.0,35
2.0,11.0,2.0,318.0,1.0,60
2.0,105.0,2.0,244.0,1.0,109
2.0,16.0,1.0,0.0,0.0,130
1.0,0.0,1.0,0.0,1.0,80
1.0,34.0,1.0,12.0,1.0,80
14.0,0.0,1.0,0.0,0.0,65
9.0,3.0,2.0,76.0,0.0,205
30.0,0.0,121.0,352.0,0.0,239
30.0,11.0,8.0,80.0,0.0,104
3.0,35.0,1.0,190.0,0.0,140
3.0,36.0,1.0,89.0,0.0,95
2.0,16.0,2.0,41.0,0.0,300
4.0,1.0,1.0,0.0,0.0,150
3.0,15.0,4.0,0.0,1.0,59
15.0,0.0,1.0,34.0,0.0,99
3.0,71.0,2.0,0.0,1.0,55
1.0,13.0,1.0,0.0,0.0,250
3.0,2.0,2.0,0.0,0.0,120
2.0,4.0,1.0,0.0,1.0,70
5.0,129.0,1.0,286.0,0.0,199
7.0,11.0,1.0,0.0,0.0,99
10.0,2.0,1.0,0.0,1.0,40
1.0,126.0,2.0,180.0,1.0,55
3.0,104.0,1.0,275.0,0.0,125
3.0,0.0,1.0,0.0,0.0,175
30.0,31.0,6.0,333.0,1.0,67
2.0,5.0,1.0,86.0,0.0,75
1.0,5.0,3.0,17.0,1.0,71
1.0,0.0,1.0,0.0,1.0,101
3.0,14.0,1.0,0.0,1.0,101
3.0,2.0,1.0,163.0,1.0,100
2.0,30.0,1.0,189.0,0.0,195
1.0,90.0,9.0,273.0,1.0,35
2.0,0.0,1.0,0.0,0.0,180
1.0,4.0,3.0,0.0,1.0,45
3.0,15.0,1.0,0.0,0.0,97
1.0,156.0,1.0,111.0,0.0,150
2.0,25.0,1.0,62.0,0.0,75
6.0,1.0,1.0,0.0,0.0,120
7.0,0.0,1.0,126.0,0.0,170
2.0,2.0,3.0,332.0,0.0,600
2.0,67.0,1.0,153.0,0.0,100
2.0,26.0,1.0,63.0,1.0,120
30.0,33.0,5.0,240.0,0.0,98
1.0,0.0,4.0,286.0,0.0,290
3.0,1.0,1.0,365.0,1.0,96
3.0,139.0,1.0,18.0,1.0,77
1.0,70.0,3.0,0.0,1.0,135
3.0,36.0,1.0,50.0,1.0,90
90.0,0.0,1.0,0.0,0.0,85
1.0,77.0,1.0,252.0,0.0,290
2.0,3.0,3.0,0.0,0.0,350
2.0,67.0,1.0,278.0,0.0,125
4.0,1.0,1.0,13.0,0.0,150
7.0,0.0,1.0,0.0,0.0,200
1.0,23.0,1.0,54.0,1.0,45
1.0,36.0,1.0,27.0,2.0,95
12.0,13.0,1.0,34.0,0.0,172
1.0,9.0,2.0,0.0,1.0,50
1.0,4.0,1.0,240.0,1.0,63
4.0,3.0,1.0,0.0,0.0,415
1.0,9.0,2.0,22.0,1.0,40
6.0,23.0,1.0,232.0,0.0,175
1.0,4.0,7.0,358.0,1.0,359
1.0,67.0,2.0,340.0,0.0,174
2.0,2.0,1.0,0.0,0.0,175
30.0,4.0,96.0,319.0,0.0,180
1.0,0.0,1.0,33.0,1.0,40
3.0,2.0,2.0,142.0,2.0,150
1.0,0.0,1.0,0.0,1.0,28
2.0,0.0,2.0,315.0,1.0,39
4.0,6.0,1.0,179.0,0.0,575
3.0,6.0,1.0,0.0,0.0,75
14.0,9.0,1.0,285.0,0.0,105
2.0,1.0,1.0,0.0,1.0,45
2.0,22.0,34.0,288.0,1.0,65
3.0,0.0,1.0,0.0,0.0,225
3.0,91.0,1.0,78.0,0.0,125
2.0,5.0,1.0,0.0,0.0,175
30.0,2.0,34.0,191.0,0.0,325
2.0,80.0,1.0,109.0,0.0,200
1.0,96.0,1.0,0.0,1.0,119
2.0,154.0,1.0,15.0,0.0,75
3.0,49.0,1.0,157.0,1.0,89
1.0,10.0,1.0,102.0,1.0,80
1.0,0.0,2.0,0.0,1.0,70
29.0,2.0,7.0,1.0,1.0,35
1.0,0.0,1.0,0.0,1.0,100
1.0,0.0,1.0,0.0,0.0,400
29.0,0.0,1.0,269.0,0.0,350
2.0,57.0,2.0,288.0,1.0,115
5.0,0.0,1.0,0.0,0.0,75
2.0,1.0,1.0,279.0,0.0,225
3.0,5.0,4.0,0.0,1.0,89
2.0,0.0,3.0,319.0,1.0,79
2.0,24.0,1.0,281.0,1.0,61
3.0,19.0,1.0,172.0,1.0,100
3.0,5.0,6.0,249.0,0.0,750
2.0,7.0,2.0,0.0,0.0,275
5.0,2.0,1.0,0.0,0.0,130
5.0,0.0,2.0,64.0,0.0,205
1.0,8.0,3.0,0.0,1.0,150
2.0,10.0,5.0,232.0,1.0,58
1.0,0.0,1.0,0.0,1.0,40
7.0,1.0,1.0,87.0,1.0,68
2.0,83.0,2.0,48.0,1.0,47
1.0,3.0,1.0,0.0,1.0,85
3.0,2.0,1.0,0.0,0.0,280
1.0,0.0,1.0,0.0,1.0,55
1.0,1.0,2.0,68.0,0.0,140
3.0,27.0,1.0,193.0,0.0,160
30.0,2.0,1.0,31.0,0.0,100
4.0,1.0,1.0,6.0,1.0,90
2.0,7.0,1.0,7.0,0.0,75
3.0,17.0,1.0,84.0,1.0,130
1.0,89.0,10.0,0.0,1.0,39
1.0,105.0,1.0,98.0,0.0,95
1.0,0.0,7.0,2.0,2.0,29
3.0,5.0,1.0,18.0,0.0,140
5.0,0.0,1.0,0.0,0.0,169
2.0,281.0,1.0,248.0,0.0,105
3.0,102.0,1.0,171.0,0.0,218
1.0,35.0,3.0,331.0,1.0,179
2.0,4.0,1.0,0.0,0.0,175
3.0,10.0,2.0,87.0,0.0,106
1.0,0.0,1.0,179.0,1.0,90
1.0,4.0,2.0,0.0,2.0,75
30.0,0.0,3.0,176.0,0.0,304
1.0,4.0,1.0,0.0,1.0,70
2.0,17.0,1.0,2.0,0.0,130
1.0,1.0,1.0,0.0,1.0,80
9.0,4.0,1.0,0.0,1.0,95
1.0,1.0,1.0,0.0,0.0,500
1.0,41.0,7.0,54.0,1.0,99
2.0,5.0,1.0,358.0,0.0,1750
2.0,11.0,1.0,0.0,0.0,162
2.0,0.0,1.0,0.0,0.0,450
4.0,11.0,1.0,189.0,0.0,220
10.0,27.0,1.0,322.0,1.0,60
1.0,25.0,1.0,234.0,1.0,93
4.0,47.0,1.0,5.0,0.0,140
3.0,52.0,3.0,298.0,1.0,40
30.0,41.0,8.0,245.0,1.0,60
4.0,0.0,1.0,0.0,1.0,60
4.0,3.0,1.0,0.0,1.0,60
2.0,69.0,3.0,11.0,1.0,76
1.0,0.0,1.0,0.0,1.0,49
2.0,43.0,2.0,363.0,1.0,100
2.0,4.0,1.0,0.0,0.0,166
